Tweets,Likes,Retweets,Sentiment,User,Location
"Trashy Jill Biden greets pediatric cancer patients who fled Ukraine-Jill Biden meets w/pediatric Ukrainian cancer patients &amp; their families-Who fled Russian Invasion 4 treatment @ St. Jude Children's Research Hospital in Tennessee.  
https://t.co/YN1VicmHLn via @MailOnline",0,0,0,66613Skunky13,"Boston, MA"
Russia-Ukraine war latest: US offers Ukraine further military support as Lviv hit by missile strikes – live https://t.co/2wZ4DpIYwb Dmitry Medvedev and Russia is just so very determined that the 4th war is done with sticks.,0,0,1,Kirt German,Texas
Hunter Biden played role in funding US bio- labs contractor in Ukraine: e-mails https://t.co/D8KGkmmlJx,0,0,0,Diane Simms,
@bkmccallumart @thehill List our interest in Ukraine. You can’t use hot chain smoking stiletto heel wearing women. Noting in Ukraine is unavailable elsewhere.,0,0,1,Charley Sheen's Doppelganger,"Florida, USA"
"Hunter Biden, Obama facilitated setting up Ukraine bioweapon lab: Reports https://t.co/eFcVBj43KG",0,0,0,World Opinion,
"Seems like a good question to be considered by the General Assembly of the UN.
""U.S. Must Explain Role of Bio-labs in Ukraine: Chinese Defense Ministry Spokesman""
(Annoying state-controlled media again.)
https://t.co/H2blMqoRRb",6,4,-1,Denis Rancourt,"Ottawa, Canada "
@SonOfKaleva @ianbremmer The obscene use of “denazification” by the Russian govt as an excuse for invading Ukraine hasn’t helped you understand why how that resolution was a propaganda exercise? This was spelled out by the US in its explanation for its “No” vote,0,0,-1,Aksinia,"Kribi, Cameroon"
"Just the convergence of powers we want to keep our semiotic ecology safe and effective

https://t.co/x9qbJBZMWX",0,0,1,Pandem(on)ical Order of Good Cheer,
"@sigbar1085 @JesseKellyDC So if they wouldn't use nukes when invading Alaska, do you think they would use nukes when invading Ukraine?",0,0,0,Dave Willis,
https://t.co/7fyeWqZRgg,0,0,0,D. 👽,
"DIRECT. Guerre en #Ukraine️ : des explosions près de Lviv, Biden qualifie Poutine de ""boucher"" https://t.co/n1S1yMrwqi",0,1,1,Midi Libre,"Languedoc-Roussillon, France"
"❗The occupiers were driven away 35-70 kilometers from Kyiv

The Ukrainian military drove occupiers away from Kyiv for more than 70 kilometers, and in some areas - for 35 kilometers. This was announced by the spokesman of the Ministry of Defense of Ukraine Oleksandr Motuzyanyk.",0,0,1,Jacqueline Phillips,
"▪︎Signals▪︎
Will Vladimir Putin use tactical nuclear weapons in Ukraine 🇺🇦
#RussianUkrainianWar #Ucraina #RussianWarCrimes #Russian #AI #AI5W #quote https://t.co/xc0XIHjfKc",0,0,0,AI5W,"California, USA"
"@iluka2 @POTUS @EU_Commission @EmmanuelMacron @BorisJohnson @JustinTrudeau I can't listen anymore that the world will not help Ukraine, because of WW3, nuclear war.
Nor that Ukraine is not in NATO and NATO only defends itself and NATO is united as never before.
Who are we, just looking at people dying in Ukraine? Definitely not HUMAN.",0,0,0,Aga 🇵🇱❤️🇺🇦,Poland
"#Ukraine #Russia #BreakingNews #RussiaUkraineWar 
#Kyiv #Kiev #👺 https://t.co/AHuwZd6U01",0,0,0,姓名_Can't_B_空欄, 127.0. 0.1    💻
"@OlegVoronins Hope you can translate, but anything that needs shared to help Ukraine, I'll share as long as it's vetted.
Slava Ukrayini!!!",0,0,-1,"Minerva, 'Putin khuylo!!' 🌻 🇺🇦🌻🇺🇦","Iowa, USA"
@stakmaskin @AnderssonHome @gammelfenkan @PToveri Are referring now to Fallujah or Ukraine?,0,0,0,Mika Mäenpää,Finland
"@toryboypierce I'm woke and a remainer - I've been to Ukraine twice to take 20 refugees from the border to safety so their families remaining behind can fight worry free. Have you? You want to have a conversation on human rights cupcake? 
https://t.co/uLIfTMM3Ez",0,0,0,Seeds of Italy - Paolo #FBPE,Harrow London UK
@visegrad24 Russia can barely hang on in Ukraine. How are they going to handle Poland and NATO? Crazy talk is all it is.,0,0,-1,Cederic MacDoon,The Wild West
"""In the three weeks following the Ukraine crisis, foreign investors dumped shares worth about NT$ 480 billion ($16.9 billion) ... It is the biggest [rout] on record so far - even bigger than the global financial crisis in 2008""
https://t.co/CAcFwXUm8U",0,0,1,austinbonpain,"New York, USA"
What the hell is going on with the IStandWithJKRowling tag and why is everyone adding Putin/Ukraine into it?,0,0,0,RedDoodlesArt,
"@DatarkV @GruneLiebe @tagesschau Und du siehst gerne zu, wie Kinder in der Ukraine tot auf der Straße liegen, oder?",0,0,0,Wojciechowski Albert,
"@monikaliersch @geig_erzaehler @welt @Bundeskanzler @ZelenskyyUa @RegSprecher Wer bombardiert bitte Mariupol, beschiesst Flüchtlingkonvois, Krankenhäuser, tötet gezielt Zivilisten? Der Kriegstreiber sitzt im Kreml und hat die Welt wiederholt belogen. Und schließlich ist das v.a. die Entscheidung der Ukraine sich dem Aggressor zu ergeben oder sich zu wehren",0,0,0,Stefan Weisenberger,Ex-Torontonian in Heidelberg
"#Львов. В результате обстрела горит один из промышленных объектов, где хранится топливо.
#Lvov. As a result of the shelling, one of the industrial facilities where fuel is stored is on fire. 
#Ukraine #CNN https://t.co/Kv8sbMWJ3E",0,0,0,Kiborgz,
"Emails show Biden Jr introduced Metabiota, a ‘Department of Defense contractor specialising in research on infectious diseases that could be used as bioweapons’, to a Ukrainian firm he was a board member of, for a 'science project'.

‘science project’ 😶

https://t.co/X59YzmM1or",1,1,-1,☆Société Mattachine☆ ЯЄBЄLS WITHФUT Д PДUSЄ,"York, England"
@REDCO131 there is a war in Ukraine because of those who installed Biden,0,0,0,"Always remember, Democrats are amoral people.",An always patriotic state.
"Putin's war on Ukraine, explained https://t.co/wn13seqQnv via @YouTube",0,0,0,Vercruysse Geert Chocolaterie-Patisserie,"Kortrijk, België"
"@roroempire @walterlekh Jeez Munyiri, you can not take any loss what so ever. Ukraine is winning. Stay mad.",0,0,-1,Jan,The Netherlands
@kruegeraero @DavidCornDC No war in Ukraine because he would have given it to putin,0,0,0,lordhoho46,
"@Eyeonthepulse1 @kaitlancollins Biden declared war on Ukraine???, no putin did. Me thinks you are confused.",0,0,-1,TaosChagic,
"A different perspective on the Russia-Ukraine war. 

SCOTT RITTER   MILITARY INTELLIGENCE EXPERT ON UKRAINE CONFLICT https://t.co/G5UrPbGo18 via @YouTube",0,0,-1,Peter Donaldson,UK
@thehill Then he is an idiots it would be total war if anyone other than Ukraine’s military was involved.,0,0,-1,Scott,
"As a result of the shelling in Lviv, one of the industrial facilities where fuel is stored is on fire, - mayor Sadovy https://t.co/aIgf88tJyU  #Ukraine",23,9,0,Liveuamap,
"@Mukhin_Alexey How do you feel about this?

Russia reasserts right to use nuclear weapons in Ukraine

https://t.co/McJ2oPv6sP",0,0,1,Fritz Tramel,
@Reuters Ukraine war Bayraktar song Filmed each one they destroyed from every possible angle and in different places. We still have the music: https://t.co/hGSuYRBUve,1,0,0,Ukraine war,
"I'm in the bottom of Texas till maybe July ...
What does that mean,
No food shortage

Why, Texas has cows,
Most other food comes in from Mexico

Mexico is not involved in the USA/Ukraine, Russia conflict

Info -
Events have shown
This is not
Russia vs. Ukraine
But
USA vs. Russia",0,0,1,Cedar Angus Leif,The Free Nation of Florida
"One of my biggest pet peeves is the misappropriation of pierogi to be Russian. Ruskie pierogi translates to Ruthenian pierogi,  an area that used to be part of Poland, now Ukraine, &amp; yet everyone mistranslates Polands most traditional type of pierogi to be Russian. Sorry but no",0,0,0,K,
"Live: President Biden delivers remarks on efforts to support the people of Ukraine
https://t.co/vxYHLTaUow",0,0,1,BuzzWord,"Austin, TX"
https://t.co/GjuZRJA72v,1,0,0,Petrovich,"Brest, Belarus"
"@Avaaz @Bundeskanzler @vonderleyen @eucopresident @EmmanuelMacron @MinPres @NATO @POTUS Unser Wohlstand darf nicht auf dem Leid und Tod in der Ukraine basieren! Lieber sparen und zurückstecken als Putins Krieg weiter zu finanzieren. Keine unehrlichen Ausreden aus Angst vor den eigenen Konsequenzen. No more Russian gas, now!! Lets be strong against the aggressor",0,0,1,Hyphonics,"Freiburg im Breisgau, Germany"
"If Ukraine draw first half for grand final it will be the perfect opportunity for them to open the grand final in amazing fashion. ""Stefania"" is good enough to be an opener too!",0,0,1,Jack Walker,"Camborne, England"
(S+) Russischer Überfall: »Wir müssen uns in Europa auf weitere Konflikte wie den Ukrainekrieg einstellen« https://t.co/9G3BC1OFXw via @derspiegel,0,0,0,Robi Brachmond,Luxemburg
"@10DowningStreet @BorisJohnson Δεύτερος μήνας πολέμου στην Ουκρανία! Προφανείς εξελίξεις &amp; απρόβλεπτες συνέπειες- Επιχειρησιακό τέλμα ή επιτυχής στρατηγική; https://t.co/dtb7avsVKQ 

2 MONTHS WAR IN UKRAINE?VERY LONG TIME+NOTHING GOOD HAPPENS!BECAUSE U VOTERS ARE UNEDUCATED CHRISTIAN SHEEPS+VOTE ALLTIMES WRONG",1,1,1,CRYPTOLYMP ATARAXIA OCTAEXOPLANETS.SHOCKHERACULIX!,HERMETIC-ZOE-DELPHIPOLISUN ZOO
"@JackmanReggie @aaronjmate Many are FBI/CIA/NATO provocateurs.
It is clear the cartoon 'war' between the so called 'alt right' &amp; so called 'Antifa' in the US is an op/psyop by the FBI to foment fear, hatred &amp; violence between right &amp; left working classes, just as 18 years of CIA manipulation did in Ukraine",0,0,1,"Eric Brooks | Biden: Head Warden, Prison Planet",San Francisco
"2 Help #Ukraine/#Refugees: 

https://t.co/sUev99reLf

https://t.co/5NTQX8fFvE

https://t.co/ec6T96L6Qe

https://t.co/DNPszl0aen

https://t.co/32TRfMLbwc

https://t.co/91OnI2lZv1

https://t.co/VzVgXySWcE

https://t.co/lMgvUglMgY https://t.co/fkZVT1yTvB",0,0,0,Betsy (Fisher) Mullen🌻🇺🇦🕊,Worldwide
Kremlin admit Ukraine confirmation Chelsea owner Abramovich involved in early peace talks https://t.co/EsNYi9QcG8 #football #news #sport https://t.co/HE2fPaTgRf,0,0,1,DAVID PREMIER,
@anders_aslund Right and so is Ukraine. But no concessions also means more dead Ukrainian citizens. Putin got the joker in hole and is more than willing to up his wager. That is until someone prys those cards from his cold dead hand,0,0,1,not Putin ( or Trump by proxy) lovin Commie,West coast
"Znowu popadają w samozachwyt, nasi sąsiedzi za Odrą. ""Niemcy stały się jednym z najważniejszych dostawców broni na Ukrainę"". Ech.. https://t.co/B8sEwR05Bn",5,7,0,Aleksandra Rybinska,"Warsaw, Poland, planet Earth"
Indian bishops join Consecration of Ukraine and Russia https://t.co/atiOPjQbYV #catholic #catholicnews #news https://t.co/ZFlvQ7syym,0,0,0,CatholicShare.com,Global
"@plasneuville @GODAN1001 Apprenez l’histoire avant de soutenir bêtement l’Ukraine, commencer par apprendre les tenants et aboutissants du putsch de 2014 sur Victor Lanoukovitch. 
Arborer le drapeau israélien et soutenir l’arméel’Ukrainienne est un non sens ...quelle honte https://t.co/VrhFe5poYF",0,0,0,🇫🇷 BERTRAND DU GUESCLIN 🇫🇷,
https://t.co/ug8s7blcHa,0,0,0,Rob S.,Canada
@Ecrins6 Bah c’est normal paraît-il y’a plus de Covid depuis la la guerre en Ukraine subitement,0,0,1,LC,"Paris, Ile-de-France"
"@RealSexyCyborg That while region seems to be pretty racist whether black people, including and not least Russia but if course also Ukraine I mean they're right next to each other, even if they don't recognize it they're the same people",0,0,1,Atlas Complex,
"Putin has committed many crimes including War Crimes. Honor To Ukraine #PutinWarCrimes #PutinIsaWarCriminal #DefeatPutin #DefendUkraine #DefendDemocracy 

Watch this PBS frontline documentary on Putin. Criminal from the beginning. 

https://t.co/BUbBNxtnSO https://t.co/VLauOHUFJj",0,0,1,Jeffrey Silverman,United States
Thank you James! Freedom can die at amy moment.  The Russian invasion on Ukraine is a clear example. The Ukrainian people deserve liberty and freedom …. #FreeUkraine https://t.co/RL3I5UqmFx,0,0,1,Rhonda B. Ives,"Coldwater, MI"
@redactedpride I think the crisis in Ukraine may have been the first time I saw the space seriously engage with politics.,0,0,-1,Iris Nevins,Atlanta Georgia
Thread on the risks to detained migrants and asylum seekers now in #Ukraine. Govt should release them all and let them leave. https://t.co/RGAlSGDQPI,2,1,0,Fred Abrahams,
@zakarpathia @KyivIndependent And loads of people said they really don’t see the Ukraine invasion happening yet here we are.,0,0,1,𝔸ℤ𝕌ℕ𝔸 🧃| SIG,The Abyss
President Biden to speak in Poland against Russia's war on Ukraine https://t.co/i7tcNIo1R5,0,0,0,The Briefing Room,USA
"They were both righteous before God, walking in all the commandments and ordinances of the Lord blamelessly.
Luke 1:6
Be right and blameless before God according to His words!
#QUEENDOM2 #EarthHour #Ukraine #Ultra2022 #Iran #iKON #Pathaan #F4Thailand #CAMALG #bridgerton2 #war",0,0,1,Akerele,Here
"@airarmtestHO @saiint @The_IntelHub @sentdefender US moved troops there before RU invaded. We were told for weeks ‘they could invade any day’. Intel was shared so we saw that RU didn’t draw back as they said they did. Aid, Intel and munitions are flowing to Ukraine. They international community is addressing.",0,0,0,👀KennedyJohnsonCarterClintonObamaBidenDemocrat,off
*by finding*  (US’s dangerous bio-weapon-labs in ukraine and tracked other labs all over the world) !,0,0,-1,Y,
#BBCyourquestions How will reparations be obtained from #Russia for the damage done to #Ukraine?,0,0,0,Vauxvision 🇺🇦,
"@POTUS Please Mr. President, can we encourage people with power and grit to get appropriate weaponry to the Ukraines to allow them to finish off Puddings Russia? Ukraine is achieving what none of the other nations have been able to do. NOW NOW is our time!! This the BEST chance NOW",0,0,1,Christina Palmer,
"@Big_Jackel @PhilibertLeslie @SkyNewsBreak It is, but let me be clear, we should absolutely help in any way we can.  Children should be sent to any country they can.  Those opposed to brexit will always say we should open the borders without any restrictions  but unfortunately it can't work that way. Ukraine is different",0,0,-1,Isaac Hunt,
"@AndrewBowie_MP 100%. the UK Govt
- is No 1 laundering money for despots &amp; dictators
- has most i.e. 14 ministers on Putin's payroll &amp; multiple MPs
- is/has been funding, weapons, tactical &amp; operational support to Nazi's Battalions in Ukraine
- is participating the Saudi's genocide in Yemen",0,0,1,Agnee Path 🇬🇧🇮🇳🏴󠁧󠁢󠁥󠁮󠁧󠁿 🕉️,
"A humiliated Putin trying to move the goalposts after Ukraine has not only stopped his army but regained ground is a great way to start a Saturday.  Still a ton of work to be done, but … nice.",0,0,1,David Kopf,Sunny SoCal
"@PaulHerzog3 @jacksonhinklle War, Russia attacked Ukraine and wipes cities off the face of the Earth. Don't you have internet and you don't know the news?",0,0,0,Ann Winter,Оdesa
"@ukraine_world #stoprussia
#StandUpForUkraine
#NoFlyZoneOverUkraine
#CoalitionOfTheWilling",1,0,0,Wyatt Bearp 🇨🇦,Canada
How Putin Became The Victim Of His Own Lies https://t.co/ayYhCRqHTB via @Digg https://t.co/9fynwQDnHH,0,0,1,208Lubna,
@Alay3luwa @anders_aslund @TheDemCoalition You don’t want to know how many Ukraine generals are on this same grim reapers’s table.,0,0,-1,Apesin Ola,"Lagos, Nigeria"
"| #FRANCE | ~ #Paris - Situation sur le terrain, réactions internationales, sanctions: le point sur l'invasion de l'#Ukraine par la #Russie. https://t.co/NPPsX2ICsn",0,0,0,L'Hebdo,
"Lukas Potuzak
 
Jak by mohla vypadat Ruská federace po vlastním kolapsu?
#Ukraine; #Ukrajina https://t.co/dBhpOngB2I",3,1,0,Ivo Železný,
"@LaurisZalans Hello, I am from Ukraine. I urge you to appeal to your authorities to block the flow of trade, cancel transport links with the aggressor, to stop serving Russian ships in ports. Help liberate our country from the aggressor. https://t.co/qrLyb62hX2",0,0,0,Ольга,
Add in Zelenskyy's billions too. I don't believe much of what we're told about Ukraine. UK taxpayers have paid enough... https://t.co/veEZt9DW08,0,0,1,WitchEnd,
"ワルシャワのPGEナロドウィ・スタジアムで、バイデン大統領とポーランドのマテウシュ・モラヴィエツキ首相がウクライナ難民たちと会い、バイデン大統領は少女を腕に抱き上げた。 https://t.co/iEKDlE6QHh

（Googleによる翻訳ベース） https://t.co/30Tqj1iLME",0,0,0,右でも左でもある11.22,
"@nycjim @voxdotcom Biden: 
Putin is ""a pure thug"", ""a murderous dictator"", ""a killer"", ""a war criminal.""

Trump 
described Putin's war strategy in Ukraine as ""wonderful"" and ""genius.""

An anti-Biden person may be pro-Trump to be pro-Putin to be a traitor.",0,0,1,uncle z,
"""There’s a serious possibility that the Ukrainians can work out some sort of modus vivendi with the Russians. And the reason is that the Russians are now discovering that occupying Ukraine and trying to run Ukraine’s politics is asking for big trouble."" https://t.co/TZT72nAlCN",0,0,-1,Frederica Iatti,
"@nexta_tv Having failed at winning in Ukraine, Russia has resorted to trying to win at losing, I see.",0,0,1,Jamie,
Biden is  afraid of Russia giving up documents on him and Hunter so he's holding up on giving Ukraine the weapons need to defeat Russia.,0,0,-1,Steve Medley sr,
@olgatokariuk Ukraine will survive this vicious last-gasp onslaught by Putin.,0,0,-1,Robynne Limoges,"London, England"
"Nouveaux consultants BFM pour la guerre en UKRAINE...
Non pas des militaires ou des historiens en géopolitiques mais des philosophes 
Normal on va faire une dissert et se poser des questions ?? 
La semaine prochaine prochain invité mon voisin retraité ..
Tant à faire .... https://t.co/mw8ICKkHlW",0,0,1,Junebobe 🥼👽🥼👀,
"Guerre en Ukraine : l'Allemagne veut punir les personnes qui utilisent la lettre Z 
https://t.co/DnbQgS1Pco",5,4,0,CNEWS,France
Das ist einfach nur beschämend und menschenverachtend dem hunderten Opfer #Ukraine gegenüber was im Moment auf RTL läuft. Ihr solltet Euch schämen. @RTL_com,0,0,0,Blaumann™ ★ ★ ★,Duisburg
"Wir bräuchten einen Grossman moment- jetzt!

We world Need a Grossman moment, now!

#Ukraine 
#Putin 
#tropicthunder
@TomCruise 
#leadership",0,0,0,Maximilian von Secondra,"Köln, Deutschland"
@zlj517 @OVargas52 Is this how you justify your totalitarian government support of the fascist russian state and the mass murder of Ukrainians? Ukraine didnt invade any of this countries nor attacked russia.,0,0,0,Richi 🇺🇦,United States
Ukraine photos and videos depict a month of horror since Russia’s invasion https://t.co/wOqoCtZvww,0,0,0,News Tube,Based in the United Kingdom
"@chegwin1 @StuartWheeler28 @georgegalloway @netflix Pretty fringe in other countries, yes, not in Ukraine where they even have governmental positions and influence. https://t.co/01gyoXMVeB",0,0,1,Ghost of Sparta,Baboon Army
Russlands brutaler Krieg in der #Ukraine ereicht mit dem Raketenangriff auf #Lviv nun auch den Westen des Landes. #UkraineUnderAttack #RussiaUkraineWar #RussianUkrainianWar,0,0,0,Markus Konzelmann,"Albstadt, Deutschland"
@mfa_russia @StateDept @MFA_Ukraine @RusembUkraine @RussiaUN @Dpol_un @OSCE_SMM @RusEmbUSA @RusBotschaft Interesting… kettle 🧐 https://t.co/Ij8DPJ5Iw5,0,0,1,LittleMsPerfct,Canada
Everyday's life in a bunker #KyivNow #kyiv #Ukraine #war #UkraineUnderAttack #UkraineRussia https://t.co/X5vU8nmmSm,0,0,-1,Sebastian Plocharski,Glasgow
"@francediplo_EN Δεύτερος μήνας πολέμου στην Ουκρανία! Προφανείς εξελίξεις &amp; απρόβλεπτες συνέπειες- Επιχειρησιακό τέλμα ή επιτυχής στρατηγική; https://t.co/dtb7avsVKQ 

2 MONTHS WAR IN UKRAINE?VERY LONG TIME+NOTHING GOOD HAPPENS!BECAUSE U VOTERS ARE UNEDUCATED CHRISTIAN SHEEPS+VOTE ALLTIMES WRONG",1,1,1,CRYPTOLYMP ATARAXIA OCTAEXOPLANETS.SHOCKHERACULIX!,HERMETIC-ZOE-DELPHIPOLISUN ZOO
Ukraine could have been a moment for China to become a genuine leader on the world stage and reset ties with the West after the Trump years. Instead… https://t.co/pyUb5iIJsi,3,1,1,Jerome Taylor,Hong Kong
"@KyivIndependent Russia is attacking Ukraine now . We need to support them with a little will all have.  You can DM for other wallet address 
Crypto
Bitcoin Wallet:
bc1qjdqrcgjtpwf8zv94mg966y5yg5z24emqx4v8m8
Etherum Wallet:
0x2c8Ec3F1B98A574a880F30E00E1e7F29E12F820b",0,0,-1,UKRAINIA FUND RAISING WITH BACK AND ALIVE,Ukraine
@stefanhensel Guter Hinweis an die #Ukraine Fans: #Wolfsangel ;),0,0,0,Jörg Tauss,Germany 
"@frfrankpavone A city named after the Blessed Mother:  Mariupol, Ukraine, March 2022.  Care to comment, Father? https://t.co/OrEoe5NzpM",0,0,0,The Reyna Files,West Michigan 
"Guerre en Ukraine : Egypte, Liban, Soudan... Ces pays menacés par des pénuries alimentaires à cause du conflit https://t.co/KILYOMLI5O",0,1,0,Massoud Maalouf,Washington DC
Ukraine : sept des mosquées les plus importantes du pays https://t.co/VCrqq87Kpq,0,0,0,Rain🌧Lovər,
I hope  Ukraine wins the war,0,0,1,Peter Blank,"London, England"
"@IfeanyiAniekan @PeterObi Harsh, so we should all march to Ukraine?",0,0,-1,Uche olekanma,"Lagos, Nigeria"
"While the survival of Putin's regime would be a guaranteed treatment to avoid nuclear war, there are also concerns that the survival of Putin's regime would enable them to buy time for the preparation of the next invasion.
#Ukraine #russianinvasion #Putin",0,0,0,HB,
"@SHAPE_NATO @NATOinUkraine @usairforce @eucom @USNATO @NATO Ok ukraine does not need a military big band, it needs BIG WEAPONS. TANKS, SPG, APC to be able to counteroffense in strenght ... their anthem they play themselves better, notes written with blood !",0,0,1,Robert Meier,
A key reason Putin’s bloody invasion is faltering? He’s no match for Zelenskiy’s iPhone https://t.co/Z7wFzXGHP0,0,0,-1,✌Vote 4,"Oregon, USA"
"@ford_nik Yet:Putin claimed Russian culture has always been about the “internal world” of the individual: “We feel with acuity injustice and others’ pain…and we go to the aid of those who are in true need of our help.” (Brutal, right?)
How does Ukraine carnage fit w/Orthodox Christianity?",1,0,-1,Rick (Sick of Violence) Geissal,New Orleans
"@WoodyTheBeaver @MarkHertling @biannagolodryga You have to keep in mind that it’s in Russia, so they’ll claim they lost 10% of what they actually lost and they’ll send letters worded in a way that will imply that the unfortunate dead sons were the exception. They heroically gave their lives to denazify Ukraine etc.",0,0,-1,Flater831,
"Mariupol, Ukraine Reduced to Rubble as Zelensky Accuses Russia of Genocide... https://t.co/wyG1cAea84 https://t.co/dFv4gpIXZ9",0,0,0,Cirrkus,California
@PiperK @sandibachom Glory to Ukraine! #SlavaUkraini https://t.co/ppcEdancP5,0,0,0,Marisa Miller 🌻,
"Watch Live: Biden Addresses War in Ukraine

Via New York Times : Sat, 26 Mar 2022, 16:32:20 GMT

https://t.co/7POhUXslfA",0,0,1,Auto News Feed,
@RusenTimurAksak @tommi__daniel @BashirS72770124 @ragipsoylu Turkey and Ukraine made that deal for strengthing the weak Ukrainian army despite the pressure from Russia.,0,0,-1,___,Antarctica
"@BillWatterson6 @Anto34471200 Ihor Kolomoisky is an oligarch . 
The Rupert Murdoch of Ukraine 
Which oligarch controls Putin ?",0,0,0,WW3 by 2020,Australia Sydney 
Biden Calls Putin a Butcher After Meeting With Ukraine Refugees https://t.co/lnwxhf0Y8f,0,0,0,Muhabarishaji News Agency🔔,Everywhere
"@Mediavenir 150 Terroristes DJIHADISTE français participent à la guerre en #Ukraine 

Svp utilisez des termes corrects et exactes!",0,0,0,ياسين Yacine,
"@melez_tekfur Talk of Ukraine joining NATO was proposed during the Bush administration, well before 2014 when Crimea left. And they were not ""invaded"". Crimea is majority ethnic Russian and Russia had forces stationed in Sevastopol.",0,0,0,Marc Frederic,United States
@Forbes Ukraine war Bayraktar song Filmed each one they destroyed from every possible angle and in different places. We still have the music: https://t.co/hGSuYRBUve,0,0,0,Ukraine war,
🇺🇦🇷🇺 #ALERTE La #Russie a mené des #frappes à #Lviv tout à l'ouest de l'#Ukraine moins de 24h après avoir #assuré se  concentrer sur l'est  du pays Plusieurs #explosions ont été entendues (médias locaux),1,1,0,Patriote France Sécurité Privé / Public,LYON
Möglicher Einsatz von Chemiewaffen: Wird Putin zu derartigen Mitteln greifen? - via GMX https://t.co/lVZgeGQPGu : NACHTIGALL - ICK HÖR DIR TRAPSEN!!,0,1,0,Bernd Luge,kurz vor Hamburg
"@matt_laws @cornish_coa @spriter99880 @TwitterSupport Matt, I would suggest you look up how the media that you follow reported on Ukraine prior to this conflict.",0,0,0,Tänk efter lite,
I’m proud to join the @StarsInTheHouse telethon this Saturday supporting @RESCUEorg's lifesaving response to Ukraine 🇺🇦 #Ukraine #ukrainetelethon #starsinthehouse https://t.co/vbAbOGrqgV,2,0,1,Abby Mueller,"New York, NY"
‘I am watching my business fall apart’ – Can retailers survive inside Putin’s Russia? https://t.co/sLuSyfETDe,0,0,0,Mary Kapadia,"Leicester, England"
"WFTV Channel 9 News Orlando 3rd Interview with Shawn Sullivan from Mission 823 about the ongoing war and humanitarian crisis in Ukraine.
#iam823 #standwithUkraine #uaразом #warinukraine
-----------------------------------------------------------------
https://t.co/BlNxaQrhGX",0,0,0,"Mission 823, Inc","Orlando, FL"
"Izyum update by person on the ground, ukraine losing hard https://t.co/xBmims2LD9",11,3,-1,Levi,In your dreams
"Russian airlines banned from European airspace, Ukraine Air Suspends Flights – SGF News https://t.co/kzoCT8U6v1 #russia https://t.co/MzDNOuWB2t",1,0,0,SkyGoFly,"Scottsdale, AZ"
"LOL Actually @KremlinRussia_E explained pretty clear the reasons and the purposes of this operation in #Ukraine . Anyone can watch the video message by Putin - no one needs the ""research"" of someone who is not even close to the source 🤣🤣🤣 https://t.co/75v7VPocFL",0,0,1,Elena Plotnikova,"Breda, The Netherlands"
GWN GLOBAL NETWORK https://t.co/ndCjKOnXB8,0,0,0,Cornelius Duncan,
"@DavidLyddon The ex-soldier who went AWOL and went to Ukraine must be quite angry with Putin.
If Putin were to be assassinated by a longbow arrow fired by a soldier from who knows where, I would have no qualms.😅
2/2",0,0,-1,"SHIKIBU in Osaka, Japan🇯🇵, & I'm an iOS app dev.","日本 大阪 Osaka, Japan"
"If we, as a society, had called out Stalin for his crimes against humanity would we have Putin today? Did Stalin get a pass on cultural villainization?
#Russian #RussianWarCrimes #Putin #Ukraine #UkraineUnderAttack #war 
https://t.co/oVIwrynohB",1,1,1,Robert Q Watson,"Texas, USA"
"Mearshimer is guilty of trying to promote himself by taking a normative stance on Ukraine. But he was right to point out how Russia was going to respond to Ukraine's sovereignty, Putin or no Putin.",1,0,-1,Aureliano Buendía,
"@policywonk11 @qaomene @Mediaite So because ukraine was u see Soviet control that means that there weren’t any nazis or fascists ukraine? I guess the most famous one would be stepan Bandera, who according to declassified cia documents was an “agent of hitler”",0,0,1,CavsNotWashed?,
"@ukraine_world Fighters and tanks, European countries can't offer Ukraine. But Ukraine can pick it up. It's okay to steal, it's okay to rob. Anyway, just bring it back and use it. Governments say there is little they can do because the guards guarding the equipment are not willing to fight.",0,0,1,墨钜,"Beijing, China"
"A new slip by Biden.. The US President tells the soldiers of the 82nd Airborne Division that they are going into Ukraine.. And the White House corrects: We will not send troops to Ukraine.. There is no change in this position
 #Kiev 
#EU 
#Biden https://t.co/5I5f3PWYfZ",0,0,1,Abdul Khaliq,
Stop War #fyp #Syria #Ukraine #Russia #America #warzone #war #stopwarinukraine #stopwarsyria #worldwar3 #graphicdesign #graphicart #degitailart #artistsoftiktok https://t.co/Tav0GMqs1m,0,0,0,Erica Beaty,
@BBCNews your website is a mess. Why the repetition in Ukraine headlines?  And the repetition and illogical structure within some stories is as confusing as it is annoying https://t.co/X2t3t4uRGE,0,0,-1,Mark 🇪🇺🇺🇦,"Belfast, N Ireland"
"#Ukraine: The 25th Airborne Brigade of the Ukrainian Army claimed to strike a Russian BMP. As you can see, an ATGM is used, most likely the Javelin. https://t.co/nG31okqJjH",218,29,1,🇺🇦 Ukraine Weapons Tracker,❄️ UAWeapons@protonmail.com
"@euronewsde Naja 😅 die Ukraine hat grosse Unterstützung vom Westen &amp; EU, ausserdem führt Putin noch einen indirekten Krieg gegen den Rest der Welt (Sanktionen) 😉 da kann man nur verlieren!  Wenn die USA Krieg spielen, dann stört sie niemand dabei 🤷🏻‍♂️",0,0,0,Dorian_S,
